neighborhood,event_time,1h_ocean,inland,island,near_bay,near_ocean,median_house_value,median_house_age,total_households,total_bedrooms,bedrooms_per_household,locality-code
Nestor,2024-05-26 20:33:06.121003,False,False,False,False,True,132500.0,10-19,534,556,1.041198501872659176029962547,778.0
Palm City,2024-05-26 20:33:06.121003,False,False,False,False,True,139100.0,10-19,342,349,1.020467836257309941520467836,778.0
Palm City,2024-05-26 20:33:06.121003,False,False,False,False,True,139100.0,10-19,342,349,1.020467836257309941520467836,778.0
Palm City,2024-05-26 20:33:06.121003,False,False,False,False,True,139100.0,10-19,342,349,1.020467836257309941520467836,778.0
Otay Mesa West,2024-05-26 20:33:06.121003,False,False,False,False,True,130818.75,10-19,441,448,1.015873015873015873015873016,778.0
Otay Mesa West,2024-05-26 20:33:06.121003,False,False,False,False,True,130818.75,10-19,441,448,1.015873015873015873015873016,778.0
Otay Mesa West,2024-05-26 20:33:06.121003,False,False,False,False,True,130818.75,10-19,441,448,1.015873015873015873015873016,778.0
Otay Mesa West,2024-05-26 20:33:06.121003,False,False,False,False,True,130818.75,10-19,441,448,1.015873015873015873015873016,778.0
Otay Mesa West,2024-05-26 20:33:06.121003,False,False,False,False,True,130818.75,10-19,441,448,1.015873015873015873015873016,778.0
Otay Mesa West,2024-05-26 20:33:06.121003,False,False,False,False,True,130818.75,10-19,441,448,1.015873015873015873015873016,778.0
Otay Mesa West,2024-05-26 20:33:06.121003,False,False,False,False,True,130818.75,10-19,441,448,1.015873015873015873015873016,778.0
Otay Mesa West,2024-05-26 20:33:06.121003,False,False,False,False,True,130818.75,10-19,441,448,1.015873015873015873015873016,778.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0466531440162272,398.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0466531440162272,398.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0466531440162272,398.0
Egger Highlands,2024-05-26 20:33:06.121003,False,False,False,False,True,128177.77777777778,20-29,493,516,1.046653144016227180527383367,398.0
Palm City,2024-05-26 20:33:06.121003,False,False,False,False,True,139100.0,10-19,342,349,1.020467836257309941520467836,778.0
Palm City,2024-05-26 20:33:06.121003,False,False,False,False,True,139100.0,10-19,342,349,1.020467836257309941520467836,778.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
Ocean View Hills,2024-05-26 20:33:06.121003,False,False,False,False,True,98100.0,10-19,313,335,1.070287539936102236421725240,778.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,True,False,False,False,False,,,,,,250.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
Otay Ranch,2024-05-26 20:33:06.121003,False,False,False,False,True,238700.0,0-9,869,926,1.065592635212888377445339471,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,197.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,197.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
Rancho\Del Rey III,2024-05-26 20:33:06.121003,False,False,False,False,True,221600.0,0-9,1005,976,0.9711442786069651741293532338,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
Terra Nova,2024-05-26 20:33:06.121003,False,False,False,False,True,225600.0,0-9,514,542,1.054474708171206225680933852,168.0
Rancho del Rey,2024-05-26 20:33:06.121003,False,False,False,False,True,281700.0,0-9,42,41,0.9761904761904761904761904762,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,True,False,False,False,,,,,,411.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,90.0
Rancho\Del Rey II,2024-05-26 20:33:06.121003,False,False,False,False,True,290500.0,10-19,145,142,0.9793103448275862068965517241,168.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,True,False,False,False,,,,,,135.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,596.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,596.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,596.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,596.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,596.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,596.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,596.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,596.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,596.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,90.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,90.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,90.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,596.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,596.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,596.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,596.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,596.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,596.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,596.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,596.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,596.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,596.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,596.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,596.0
Paradise Hills,2024-05-26 20:33:06.121003,False,False,False,False,True,131871.42857142858,20-29,523,540,1.032504780114722753346080306,778.0
Paradise Hills,2024-05-26 20:33:06.121003,False,False,False,False,True,131871.42857142858,20-29,523,540,1.032504780114722753346080306,778.0
Paradise Hills,2024-05-26 20:33:06.121003,False,False,False,False,True,131871.42857142858,20-29,523,540,1.032504780114722753346080306,778.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,90.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,90.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,90.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,90.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,90.0
Otay Ranch,2024-05-26 20:33:06.121003,True,False,False,False,False,238700.0,0-9,869,926,1.065592635212888377445339471,168.0
,2024-05-26 20:33:06.121003,False,True,False,False,False,,,,,,120.0
,2024-05-26 20:33:06.121003,False,True,False,False,False,,,,,,120.0
,2024-05-26 20:33:06.121003,False,True,False,False,False,,,,,,120.0
,2024-05-26 20:33:06.121003,False,True,False,False,False,,,,,,120.0
,2024-05-26 20:33:06.121003,False,True,False,False,False,,,,,,120.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,197.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,197.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,596.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,596.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,596.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,596.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,596.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,596.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,596.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,596.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,596.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,596.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,596.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,596.0
Paradise Hills,2024-05-26 20:33:06.121003,False,False,False,False,True,131871.42857142858,20-29,523,540,1.032504780114722753346080306,778.0
Paradise Hills,2024-05-26 20:33:06.121003,False,False,False,False,True,131871.42857142858,20-29,523,540,1.032504780114722753346080306,778.0
Paradise Hills,2024-05-26 20:33:06.121003,False,False,False,False,True,131871.42857142858,20-29,523,540,1.032504780114722753346080306,778.0
Paradise Hills,2024-05-26 20:33:06.121003,False,False,False,False,True,131871.42857142858,20-29,523,540,1.032504780114722753346080306,778.0
Bay Terraces,2024-05-26 20:33:06.121003,False,False,False,False,True,145245.0,10-19,431,446,1.034802784222737819025522042,778.0
Bay Terraces,2024-05-26 20:33:06.121003,False,False,False,False,True,145245.0,10-19,431,446,1.034802784222737819025522042,778.0
Bay Terraces,2024-05-26 20:33:06.121003,False,False,False,False,True,145245.0,10-19,431,446,1.034802784222737819025522042,778.0
Bay Terraces,2024-05-26 20:33:06.121003,False,False,False,False,True,145245.0,10-19,431,446,1.034802784222737819025522042,778.0
Bay Terraces,2024-05-26 20:33:06.121003,False,False,False,False,True,145245.0,10-19,431,446,1.034802784222737819025522042,778.0
Bay Terraces,2024-05-26 20:33:06.121003,False,False,False,False,True,145245.0,10-19,431,446,1.034802784222737819025522042,778.0
Bay Terraces,2024-05-26 20:33:06.121003,False,False,False,False,True,145245.0,10-19,431,446,1.034802784222737819025522042,778.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,90.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,1.0187175130370016,168.0
,2024-05-26 20:33:06.121003,False,True,False,False,False,,,,,,120.0
,2024-05-26 20:33:06.121003,False,True,False,False,False,,,,,,120.0
,2024-05-26 20:33:06.121003,False,True,False,False,False,,,,,,120.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,197.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,197.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,197.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,197.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,197.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,197.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,197.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,197.0
Barrio Logan,2024-05-26 20:33:06.121003,False,False,False,False,True,104240.0,40-49,191,218,1.141361256544502617801047120,778.0
Barrio Logan,2024-05-26 20:33:06.121003,False,False,False,False,True,104240.0,40-49,191,218,1.141361256544502617801047120,778.0
Barrio Logan,2024-05-26 20:33:06.121003,False,False,False,False,True,104240.0,40-49,191,218,1.141361256544502617801047120,778.0
Southcrest,2024-05-26 20:33:06.121003,False,False,False,False,True,89500.0,30-39,355,362,1.019718309859154929577464789,778.0
Southcrest,2024-05-26 20:33:06.121003,False,False,False,False,True,89500.0,30-39,355,362,1.019718309859154929577464789,778.0
Southcrest,2024-05-26 20:33:06.121003,False,False,False,False,True,89500.0,30-39,355,362,1.019718309859154929577464789,778.0
Southcrest,2024-05-26 20:33:06.121003,False,False,False,False,True,89500.0,30-39,355,362,1.019718309859154929577464789,778.0
Mountain View,2024-05-26 20:33:06.121003,False,False,False,False,True,97243.75,30-39,405,431,1.064197530864197530864197531,778.0
Mountain View,2024-05-26 20:33:06.121003,False,False,False,False,True,97243.75,30-39,405,431,1.064197530864197530864197531,778.0
Mountain View,2024-05-26 20:33:06.121003,False,False,False,False,True,97243.75,30-39,405,431,1.064197530864197530864197531,778.0
Mountain View,2024-05-26 20:33:06.121003,False,False,False,False,True,97243.75,30-39,405,431,1.064197530864197530864197531,778.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,596.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,596.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,596.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,596.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,596.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,596.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,596.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,596.0
Bay Terraces,2024-05-26 20:33:06.121003,False,False,False,False,True,145245.0,10-19,431,446,1.034802784222737819025522042,778.0
Bay Terraces,2024-05-26 20:33:06.121003,False,False,False,False,True,145245.0,10-19,431,446,1.034802784222737819025522042,778.0
Bay Terraces,2024-05-26 20:33:06.121003,False,False,False,False,True,145245.0,10-19,431,446,1.034802784222737819025522042,778.0
Bay Terraces,2024-05-26 20:33:06.121003,False,False,False,False,True,145245.0,10-19,431,446,1.034802784222737819025522042,778.0
Bay Terraces,2024-05-26 20:33:06.121003,False,False,False,False,True,145245.0,10-19,431,446,1.034802784222737819025522042,778.0
Bay Terraces,2024-05-26 20:33:06.121003,False,False,False,False,True,145245.0,10-19,431,446,1.034802784222737819025522042,778.0
Bay Terraces,2024-05-26 20:33:06.121003,False,False,False,False,True,145245.0,10-19,431,446,1.034802784222737819025522042,778.0
Bay Terraces,2024-05-26 20:33:06.121003,False,False,False,False,True,145245.0,10-19,431,446,1.034802784222737819025522042,778.0
Bay Terraces,2024-05-26 20:33:06.121003,False,False,False,False,True,145245.0,10-19,431,446,1.034802784222737819025522042,778.0
Bay Terraces,2024-05-26 20:33:06.121003,False,False,False,False,True,145245.0,10-19,431,446,1.034802784222737819025522042,778.0
Bay Terraces,2024-05-26 20:33:06.121003,False,False,False,False,True,145245.0,10-19,431,446,1.034802784222737819025522042,778.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,858.0
,2024-05-26 20:33:06.121003,False,True,False,False,False,,,,,,716.0
,2024-05-26 20:33:06.121003,False,True,False,False,False,,,,,,630.0
,2024-05-26 20:33:06.121003,False,True,False,False,False,,,,,,120.0
,2024-05-26 20:33:06.121003,False,True,False,False,False,,,,,,120.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,197.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,197.0
,2024-05-26 20:33:06.121003,False,False,False,False,True,,,,,,197.0
Barrio Logan,2024-05-26 20:33:06.121003,False,False,False,False,True,104240.0,40-49,191,218,1.141361256544502617801047120,778.0
Barrio Logan,2024-05-26 20:33:06.121003,False,False,False,False,True,104240.0,40-49,191,218,1.141361256544502617801047120,778.0
Logan Heights,2024-05-26 20:33:06.121003,False,False,False,False,True,82425.0,40-49,240,253,1.054166666666666666666666667,778.0
Logan Heights,2024-05-26 20:33:06.121003,False,False,False,False,True,82425.0,40-49,240,253,1.054166666666666666666666667,778.0
Logan Heights,2024-05-26 20:33:06.121003,False,False,False,False,True,82425.0,40-49,240,253,1.054166666666666666666666667,778.0
Logan Heights,2024-05-26 20:33:06.121003,False,False,False,False,True,82425.0,40-49,240,253,1.054166666666666666666666667,778.0
Logan Heights,2024-05-26 20:33:06.121003,False,False,False,False,True,82425.0,40-49,240,253,1.054166666666666666666666667,778.0
Logan Heights,2024-05-26 20:33:06.121003,False,False,False,False,True,82425.0,40-49,240,253,1.054166666666666666666666667,778.0
Logan Heights,2024-05-26 20:33:06.121003,False,False,False,False,True,82425.0,40-49,240,253,1.054166666666666666666666667,778.0
Logan Heights,2024-05-26 20:33:06.121003,False,False,False,False,True,82425.0,40-49,240,253,1.054166666666666666666666667,778.0
Logan Heights,2024-05-26 20:33:06.121003,False,False,False,False,True,82425.0,40-49,240,253,1.054166666666666666666666667,778.0
Logan Heights,2024-05-26 20:33:06.121003,False,False,False,False,True,82425.0,40-49,240,253,1.054166666666666666666666667,778.0
Logan Heights,2024-05-26 20:33:06.121003,False,False,False,False,True,82425.0,40-49,240,253,1.054166666666666666666666667,778.0
Logan Heights,2024-05-26 20:33:06.121003,False,False,False,False,True,82425.0,40-49,240,253,1.054166666666666666666666667,778.0
Mountain View,2024-05-26 20:33:06.121003,False,False,False,False,True,97243.75,30-39,405,431,1.064197530864197530864197531,778.0
Mountain View,2024-05-26 20:33:06.121003,False,False,False,False,True,97243.75,30-39,405,431,1.064197530864197530864197531,778.0
Mountain View,2024-05-26 20:33:06.121003,False,False,False,False,True,97243.75,30-39,405,431,1.064197530864197530864197531,778.0
Mountain View,2024-05-26 20:33:06.121003,False,False,False,False,True,97243.75,30-39,405,431,1.064197530864197530864197531,778.0
